Row,Tree,X,Y,pre_DBH,pre_HT,status
11,27,725421.75,4162677.75,11.4,69.424888,Alive
11,28,725418.25,4162675.25,7.3,68.864543,Alive
11,29,725415.75,4162674.25,8.8,62.771152,Alive
11,30,725411.25,4162671.25,10.8,63.810872,Alive
11,31,725409.25,4162670.25,6.4,65.875643,Alive
11,32,725408.25,4162669.25,7.7,65.004907,Alive
11,33,725406.23725,4162668.03599999,11.1,60.157183,Alive
11,34,725402.25,4162665.25,9.1,65.875643,Alive
11,35,725400.25,4162663.75,9.0,63.557983,Alive
11,36,725398.25,4162662.75,0.0,0.0,Dead
11,37,725397.25,4162662.25,10.1,60.4664,Alive
11,38,725396.06975,4162660.92125,11.8,65.229632,Alive
11,39,725394.457249999,4162660.27825,8.0,68.607547,Alive
11,40,725393.25,4162658.75,10.6,69.867883,Alive
11,41,725391.25,4162657.75,9.9,62.771152,Alive
11,42,725387.863999999,4162656.31499999,9.4,65.449663,Alive
11,43,725386.75,4162654.75,8.1,67.5602,Alive
11,44,725382.25,4162652.25,8.2,65.449663,Alive
11,45,725380.75,4162651.25,8.4,71.9,Alive
11,46,725373.25,4162648.25,0.0,0.0,Dead
11,47,725374.19825,4162646.76899999,7.9,69.6,Alive
11,48,725371.25,4162645.25,13.4,70.193528,Alive
12,1,725495.75,4162723.75,5.9,67.5602,Alive
12,2,725491.25,4162719.75,8.2,65.229632,Alive
12,3,725489.75,4162718.25,8.1,66.479408,Alive
12,4,725487.75,4162717.25,6.4,65.229632,Alive
12,5,725485.25,4162715.25,0.0,0.0,Dead
12,6,725483.75,4162714.25,10.9,33.605,Alive
12,7,725481.75,4162713.25,7.9,65.665,Alive
12,8,725480.25,4162712.25,9.3,70.193528,Alive
12,9,725478.75,4162711.25,10.2,70.290928,Alive
12,10,725477.75,4162710.25,5.5,67.5602,Alive
12,11,725475.58975,4162709.32775,9.7,68.472008,Alive
12,12,725468.25,4162704.75,9.5,69.522875,Alive
12,13,725463.25,4162701.75,8.5,70.369552,Alive
12,14,725461.75,4162700.75,9.5,65.449663,Alive
12,15,725460.25,4162699.75,7.0,62.9,Alive
12,16,725458.75,4162698.75,7.9,67.723903,Alive
12,17,725457.25,4162697.75,6.5,64.775488,Alive
12,18,725453.25,4162695.25,7.9,70.077352,Alive
12,19,725450.25,4162693.25,8.9,67.5602,Alive
12,20,725446.75,4162691.25,6.6,64.541375,Alive
12,21,725444.25,4162688.75,8.6,60.157183,Alive
12,22,725440.75,4162687.25,0.0,0.0,Dead
12,23,725435.25,4162683.25,8.1,67.218712,Alive
12,24,725431.75,4162681.25,13.0,74.5,Alive
12,25,725428.75,4162679.25,8.8,68.186848,Alive
12,26,725425.75,4162676.75,7.8,66.858448,Alive
12,27,725422.25,4162675.25,11.6,67.723903,Alive
12,28,725419.75,4162673.25,10.3,65.004907,Alive
12,29,725417.75,4162671.75,5.3,69.704767,Alive
12,30,725415.75,4162670.25,0.0,0.0,Dead
12,31,725413.239749999,4162668.68575,7.4,65.229632,Alive
12,32,725411.25,4162667.75,8.9,64.302568,Alive
12,33,725409.75,4162666.25,10.9,67.5602,Alive
12,34,725407.75,4162665.75,7.3,60.4664,Alive
12,35,725406.344,4162664.8665,8.7,66.479408,Alive
12,36,725403.75,4162662.25,11.4,70.077352,Alive
12,37,725400.75,4162660.75,8.0,70.452283,Alive
12,38,725397.75,4162658.75,9.8,65.875643,Alive
12,39,725393.25,4162655.25,7.0,67.882912,Alive
12,40,725391.25,4162654.25,12.9,70.492768,Alive
12,41,725389.67925,4162653.574,9.8,69.616168,Alive
12,42,725388.25,4162652.25,11.3,70.193528,Alive
12,43,725385.57775,4162650.50199999,8.4,65.875643,Alive
12,44,725384.25,4162649.25,8.8,68.607547,Alive
12,45,725381.75,4162648.75,7.7,64.0,Alive
12,46,725378.75,4162647.75,7.4,62.223128,Alive
12,47,725375.75,4162645.25,9.9,66.282847,Alive
12,48,725376.25,4162643.75,0.0,0.0,Dead
12,49,725372.25,4162642.75,12.0,68.331775,Alive
13,1,725495.25,4162718.25,9.4,62.771152,Alive
13,2,725492.75,4162717.25,7.7,66.671275,Alive
13,3,725488.25,4162714.25,12.0,66.282847,Alive
13,4,725486.25,4162713.25,7.9,68.986,Alive
13,5,725483.75,4162710.75,9.6,68.331775,Alive
13,6,725480.25,4162709.25,8.4,70.012223,Alive
13,7,725478.25,4162708.25,9.2,67.040927,Alive
13,8,725474.25,4162705.25,8.7,53.3,Alive
13,9,725471.25,4162703.25,8.8,57.4,Alive
13,10,725470.25,4162702.25,9.9,65.229632,Alive
13,11,725468.25,4162700.75,7.5,67.040927,Alive
13,12,725466.75,4162699.75,6.9,65.875643,Alive
13,13,725464.75,4162699.25,6.7,68.738392,Alive
13,14,725463.75,4162697.75,9.8,70.422943,Alive
13,15,725461.75,4162696.75,9.9,70.193528,Alive
13,16,725457.25,4162694.25,8.5,67.218712,Alive
13,17,725455.25,4162692.75,8.9,64.059067,Alive
13,18,725452.75,4162691.25,9.4,64.059067,Alive
13,19,725451.625,4162690.26099999,8.4,65.004907,Alive
13,20,725448.25,4162688.75,8.2,73.3,Alive
13,21,725446.25,4162686.75,7.6,68.472008,Alive
13,22,725442.75,4162684.75,8.4,69.424888,Alive
13,23,725439.75,4162682.75,9.2,65.229632,Alive
13,24,725436.75,4162680.75,9.1,69.616168,Alive
13,25,725433.75,4162678.25,7.4,68.037227,Alive
13,26,725430.75,4162676.75,6.9,66.282847,Alive
13,27,725424.75,4162672.25,10.9,68.738392,Alive
13,28,725421.75,4162670.75,6.7,68.607547,Alive
13,29,725419.25,4162669.25,7.6,69.616168,Alive
13,30,725414.75,4162666.25,8.3,70.5,Alive
13,31,725412.75,4162664.75,9.3,66.479408,Alive
13,32,725409.75,4162663.25,9.3,45.7,Alive
13,33,725408.25,4162662.25,10.7,66.858448,Alive
13,34,725407.25,4162661.25,12.0,66.671275,Alive
13,35,725405.75,4162659.75,9.8,66.671275,Alive
13,36,725402.25,4162658.25,6.2,64.302568,Alive
13,37,725400.75,4162656.75,8.2,62.499487,Alive
13,38,725398.75,4162656.25,6.1,68.8,Alive
13,39,725396.25,4162653.25,9.7,64.541375,Alive
13,40,725394.25,4162652.75,8.0,62.771152,Alive
13,41,725392.75,4162651.75,0.0,0.0,Dead
13,42,725390.25,4162649.75,10.8,69.522875,Alive
13,43,725388.75,4162649.25,9.7,67.5602,Alive
13,44,725386.75,4162647.75,7.6,66.858448,Alive
13,45,725383.75,4162646.75,7.3,65.665,Alive
13,46,725376.75,4162641.75,10.0,69.322207,Alive
13,47,725373.25,4162639.75,9.0,69.867883,Alive
14,1,725498.75,4162717.75,8.2,64.302568,Alive
14,2,725498.483499999,4162716.682,8.8,68.738392,Alive
14,3,725494.75,4162714.75,10.1,61.656328,Alive
14,4,725492.75,4162713.25,7.8,68.186848,Alive
14,5,725491.212249999,4162712.53574999,12.0,69.322207,Alive
14,6,725489.75,4162711.25,7.9,68.986,Alive
14,7,725488.538249999,4162710.58625,10.1,67.040927,Alive
14,8,725486.75,4162709.25,8.7,70.470472,Alive
14,9,725483.75,4162707.25,9.1,71.7,Alive
14,10,725480.75,4162705.25,8.4,66.479408,Alive
14,11,725477.75,4162703.75,8.3,69.522875,Alive
14,12,725476.25,4162702.25,10.0,72.0,Alive
14,13,725474.467749999,4162701.47974999,9.0,68.037227,Alive
14,14,725472.75,4162700.25,10.9,66.671275,Alive
14,15,725469.75,4162698.25,8.9,69.102763,Alive
14,16,725468.25,4162697.25,9.7,68.738392,Alive
14,17,725467.25,4162696.75,0.0,0.0,Dead
14,18,725465.25,4162695.25,10.5,67.5602,Alive
14,19,725463.75,4162694.25,7.1,66.282847,Alive
14,20,725462.25,4162693.25,8.0,66.671275,Alive
14,21,725460.75,4162692.25,10.9,62.223128,Alive
14,22,725459.25,4162691.25,8.6,69.704767,Alive
14,23,725456.75,4162690.25,8.4,63.038123,Alive
14,24,725453.75,4162688.25,8.2,66.282847,Alive
14,25,725447.25,4162684.25,7.8,66.282847,Alive
14,26,725444.25,4162682.25,11.3,61.070752,Alive
14,27,725442.089249999,4162679.01024999,9.6,68.607547,Alive
14,28,725441.25,4162680.25,9.3,64.059067,Alive
14,29,725438.75,4162677.75,9.1,69.322207,Alive
14,30,725435.75,4162676.25,10.3,64.775488,Alive
14,31,725432.25,4162673.75,0.0,0.0,Dead
14,32,725429.25,4162671.75,8.0,65.004907,Alive
14,33,725422.75,4162668.25,8.1,68.986,Alive
14,34,725420.75,4162666.25,6.0,68.607547,Alive
14,35,725419.32775,4162665.48975,10.0,68.037227,Alive
14,36,725417.75,4162664.75,10.2,70.332587,Alive
14,37,725416.25,4162663.25,8.6,67.391803,Alive
14,38,725414.944249999,4162661.23474999,0.0,0.0,Dead
14,39,725411.25,4162660.75,10.9,65.665,Alive
14,40,725409.75,4162659.25,7.5,69.616168,Alive
14,41,725406.046749999,4162657.23975,8.8,69.788672,Alive
14,42,725404.75,4162655.75,8.4,70.290928,Alive
14,43,725403.25,4162654.75,10.4,70.137787,Alive
14,44,725402.25,4162654.25,9.2,68.331775,Alive
14,45,725399.25,4162652.25,6.6,66.479408,Alive
14,46,725397.75,4162650.75,9.5,63.9,Alive
14,47,725394.75,4162649.25,7.2,64.541375,Alive
14,48,725391.634749999,4162646.68525,6.7,69.788672,Alive
14,49,725390.25,4162646.25,8.8,69.616168,Alive
14,50,725385.25,4162643.25,8.1,70.244575,Alive
14,51,725380.75,4162641.75,6.3,64.059067,Alive
14,52,725377.75,4162639.25,10.3,66.671275,Alive
14,53,725374.75,4162637.75,10.1,73.1,Alive
15,1,725498.503249999,4162714.899,8.7,69.522875,Alive
15,2,725497.39375,4162711.70949999,9.2,65.875643,Alive
15,3,725485.70125,4162704.48174999,10.6,69.616168,Alive
15,4,725482.75,4162703.25,10.3,65.875643,Alive
15,5,725480.75,4162702.25,8.9,70.012223,Alive
15,6,725477.75,4162700.25,10.1,67.723903,Alive
15,7,725475.75,4162699.25,8.6,66.479408,Alive
15,8,725474.75,4162698.25,7.0,61.942075,Alive
15,9,725473.25,4162697.25,9.2,66.858448,Alive
15,10,725468.75,4162694.25,7.4,63.038123,Alive
15,11,725467.25,4162693.25,12.6,70.369552,Alive
15,12,725465.64075,4162691.93725,9.5,69.102763,Alive
15,13,725462.75,4162690.25,9.1,68.738392,Alive
15,14,725461.25,4162689.25,8.2,70.193528,Alive
15,15,725459.899749999,4162687.83275,10.4,68.186848,Alive
15,16,725456.75,4162686.25,6.9,64.541375,Alive
15,17,725455.25,4162685.25,10.0,68.037227,Alive
15,18,725453.293249999,4162684.517,6.8,70.4294,Alive
15,19,725452.75,4162682.75,0.0,0.0,Dead
15,20,725449.25,4162680.75,7.6,67.5602,Alive
15,21,725446.25,4162679.75,7.7,66.081592,Alive
15,22,725443.75,4162677.75,6.0,68.331775,Alive
15,23,725440.25,4162675.75,9.4,63.557983,Alive
15,24,725437.75,4162673.25,8.5,61.656328,Alive
15,25,725434.75,4162671.25,10.0,68.037227,Alive
15,26,725431.25,4162669.25,11.6,61.656328,Alive
15,27,725425.25,4162665.75,9.0,70.422943,Alive
15,28,725422.25,4162663.75,7.6,67.040927,Alive
15,29,725419.25,4162661.75,4.5,66.479408,Alive
15,30,725416.25,4162659.75,10.6,67.040927,Alive
15,31,725413.25,4162657.25,10.5,61.070752,Alive
15,32,725409.75,4162655.25,8.6,65.875643,Alive
15,33,725406.75,4162653.75,7.9,54.6,Alive
15,34,725403.25,4162651.25,7.0,66.671275,Alive
15,35,725397.75,4162648.25,8.4,67.5602,Alive
15,36,725394.75,4162645.75,9.8,63.557983,Alive
15,37,725391.75,4162643.25,8.8,61.070752,Alive
15,38,725388.25,4162641.75,7.7,65.875643,Alive
15,39,725385.25,4162639.25,7.0,64.541375,Alive
15,40,725384.2225,4162639.16649999,12.4,65.875643,Alive
15,41,725382.25,4162638.25,11.0,67.5602,Alive
15,42,725380.364999999,4162637.04999999,9.4,69.704767,Alive
15,43,725379.25,4162635.75,7.8,64.302568,Alive
15,44,725376.25,4162633.75,0.0,0.0,Dead
15,45,725375.22975,4162632.34249999,11.7,68.738392,Alive
16,1,725499.75,4162711.25,6.6,66.081592,Alive
16,2,725496.75,4162708.25,9.4,67.040927,Alive
16,3,725493.25,4162707.75,0.0,0.0,Dead
16,4,725492.75,4162705.25,9.8,67.391803,Alive
16,5,725491.75,4162704.25,7.1,67.4,Alive
16,6,725486.25,4162701.75,8.3,60.770923,Alive
16,7,725484.25,4162700.75,7.1,69.522875,Alive
16,8,725481.75,4162699.25,8.2,66.282847,Alive
16,9,725480.400499999,4162698.69549999,0.0,0.0,Dead
16,10,725479.75,4162697.75,9.9,66.858448,Alive
16,11,725478.1515,4162696.72374999,9.0,62.771152,Alive
16,12,725476.75,4162695.75,9.5,69.322207,Alive
16,13,725475.70125,4162694.68575,8.7,65.875643,Alive
16,14,725474.25,4162693.25,0.0,0.0,Dead
16,15,725471.75,4162692.75,9.6,70.322608,Alive
16,16,725469.75,4162690.75,10.7,68.472008,Alive
16,17,725467.75,4162689.75,5.9,58.203307,Alive
16,18,725466.020999999,4162688.64449999,6.5,70.061503,Alive
16,19,725464.75,4162687.75,8.7,65.875643,Alive
16,20,725462.75,4162686.25,9.6,68.864543,Alive
16,21,725461.18475,4162685.47225,7.2,67.218712,Alive
16,22,725458.75,4162683.25,6.3,68.186848,Alive
16,23,725455.75,4162681.25,12.1,68.037227,Alive
16,24,725454.163249999,4162680.16674999,12.7,65.875643,Alive
16,25,725452.25,4162679.75,11.2,66.282847,Alive
16,26,725451.25,4162678.25,6.1,65.875643,Alive
16,27,725445.25,4162675.25,9.4,69.867883,Alive
16,28,725443.25,4162673.75,9.6,62.223128,Alive
16,29,725436.25,4162669.25,11.7,70.077352,Alive
16,30,725434.3275,4162666.96975,7.4,61.365887,Alive
16,31,725432.75,4162667.25,10.9,63.3004,Alive
16,32,725430.25,4162664.75,9.0,66.282847,Alive
16,33,725427.25,4162663.25,10.0,61.656328,Alive
16,34,725424.25,4162661.25,8.9,63.038123,Alive
16,35,725420.75,4162659.25,0.0,0.0,Dead
16,36,725418.25,4162657.25,10.6,65.875643,Alive
16,37,725414.75,4162655.25,8.0,64.059067,Alive
16,38,725412.25,4162653.25,10.1,57.163,Alive
16,39,725408.75,4162651.25,10.4,64.541375,Alive
16,40,725405.75,4162649.25,8.2,69.522875,Alive
16,41,725402.25,4162647.75,7.5,62.771152,Alive
16,42,725399.25,4162645.75,8.5,59.524667,Alive
16,43,725396.75,4162643.25,8.6,65.449663,Alive
16,44,725393.25,4162640.75,8.1,65.875643,Alive
16,45,725390.75,4162639.25,7.5,70.0,Alive
16,46,725387.25,4162637.25,11.1,68.331775,Alive
16,47,725384.25,4162635.25,9.4,64.775488,Alive
16,48,725380.75,4162633.25,7.0,69.102763,Alive
16,49,725378.25,4162631.25,8.3,66.479408,Alive
16,50,725376.27625,4162631.029,10.8,72.0,Alive
16,51,725374.25,4162630.25,8.4,72.2,Alive
17,1,725500.75,4162708.75,10.8,60.4664,Alive
17,2,725495.75,4162705.75,0.0,0.0,Dead
17,3,725490.25,4162701.75,9.3,62.499487,Alive
17,4,725487.75,4162699.25,0.0,0.0,Dead
17,5,725486.25,4162697.75,7.5,69.102763,Alive
17,6,725483.25,4162696.25,10.2,69.522875,Alive
17,7,725481.25,4162695.25,10.1,66.479408,Alive
17,8,725478.25,4162693.25,7.9,67.723903,Alive
17,9,725477.25,4162691.75,11.1,67.882912,Alive
17,10,725475.25,4162690.75,10.4,64.775488,Alive
17,11,725473.75,4162689.75,9.1,67.5602,Alive
17,12,725470.75,4162688.25,7.9,66.671275,Alive
17,13,725469.25,4162687.25,10.4,66.858448,Alive
17,14,725467.25,4162686.25,5.8,67.5602,Alive
17,15,725465.25,4162684.25,6.1,68.607547,Alive
17,16,725461.25,4162682.25,0.0,0.0,Dead
17,17,725459.783749999,4162681.10949999,8.0,65.229632,Alive
17,18,725458.75,4162680.25,9.2,68.607547,Alive
17,19,725455.75,4162678.25,10.3,70.077352,Alive
17,20,725454.25,4162676.75,11.2,69.704767,Alive
17,21,725449.75,4162674.75,9.0,66.479408,Alive
17,22,725446.75,4162673.25,8.8,62.499487,Alive
17,23,725444.25,4162670.25,8.6,67.391803,Alive
17,24,725440.75,4162668.75,10.0,69.214832,Alive
17,25,725438.25,4162666.75,7.4,70.466363,Alive
17,26,725434.25,4162664.75,0.0,0.0,Dead
17,27,725428.75,4162661.25,8.1,69.322207,Alive
17,28,725425.75,4162658.75,9.3,72.1,Alive
17,29,725422.75,4162655.75,8.1,70.2,Alive
17,30,725419.25,4162654.75,0.0,0.0,Dead
17,31,725416.75,4162652.75,13.5,69.424888,Alive
17,32,725413.75,4162650.25,7.9,75.6,Alive
17,33,725410.25,4162648.75,7.9,62.223128,Alive
17,34,725407.25,4162646.75,9.9,64.775488,Alive
17,35,725404.25,4162644.75,7.6,69.616168,Alive
17,36,725400.75,4162642.75,8.0,63.557983,Alive
17,37,725398.75,4162640.75,8.3,65.004907,Alive
17,38,725395.75,4162639.25,9.1,66.671275,Alive
17,39,725392.25,4162636.25,9.5,62.771152,Alive
17,40,725388.75,4162634.75,6.5,58.8,Alive
17,41,725386.25,4162632.75,12.1,62.499487,Alive
17,42,725382.75,4162630.75,6.0,65.875643,Alive
17,43,725379.75,4162628.25,9.6,69.214832,Alive
18,1,725504.186749999,4162707.41025,7.8,64.302568,Alive
18,2,725499.25,4162704.25,6.4,68.607547,Alive
18,3,725496.75,4162702.25,0.0,0.0,Dead
18,4,725489.25,4162696.75,8.7,69.322207,Alive
18,5,725487.75,4162695.75,11.8,65.229632,Alive
18,6,725485.6165,4162694.67375,0.0,0.0,Dead
18,7,725482.891749999,4162692.67975,9.3,70.332587,Alive
18,8,725481.25,4162691.75,11.6,66.3,Alive
18,9,725479.75,4162690.75,9.4,69.704767,Alive
18,10,725477.25,4162688.75,6.2,68.037227,Alive
18,11,725471.25,4162684.25,8.6,66.081592,Alive
18,12,725469.3645,4162683.5485,9.5,66.479408,Alive
18,13,725466.75,4162681.75,10.1,71.0,Alive
18,14,725464.75,4162680.25,9.6,67.723903,Alive
18,15,725463.221999999,4162679.71675,11.6,66.282847,Alive
18,16,725461.75,4162678.25,11.3,69.867883,Alive
18,17,725459.75,4162677.25,10.3,66.282847,Alive
18,18,725457.25,4162675.75,8.4,70.492768,Alive
18,19,725455.75,4162674.25,7.0,69.214832,Alive
18,20,725451.75,4162672.25,8.5,67.882912,Alive
18,21,725448.25,4162670.75,9.9,65.229632,Alive
18,22,725448.75,4162669.75,10.9,65.875643,Alive
18,23,725445.25,4162668.25,13.7,65.229632,Alive
18,24,725442.25,4162666.25,10.5,64.302568,Alive
18,25,725440.905999999,4162666.55624999,0.0,0.0,Dead
18,26,725439.75,4162664.25,8.8,58.540688,Alive
18,27,725437.858,4162662.93,11.0,71.2,Alive
18,28,725436.25,4162662.25,9.0,71.3,Alive
18,29,725433.25,4162660.25,7.5,70.401823,Alive
18,30,725431.40775,4162659.4205,10.3,70.2,Alive
18,31,725430.25,4162657.75,9.3,67.723903,Alive
18,32,725427.25,4162655.75,10.6,63.038123,Alive
18,33,725423.75,4162653.75,9.0,70.077352,Alive
18,34,725421.25,4162651.75,6.2,65.665,Alive
18,35,725418.25,4162650.25,7.4,67.040927,Alive
18,36,725414.75,4162648.25,9.1,65.449663,Alive
18,37,725412.25,4162645.75,12.6,64.541375,Alive
18,38,725408.75,4162644.25,7.9,64.775488,Alive
18,39,725405.75,4162641.75,8.4,67.391803,Alive
18,40,725402.75,4162640.25,10.0,69.867883,Alive
18,41,725399.75,4162638.25,10.0,63.810872,Alive
18,42,725396.75,4162635.75,6.8,64.302568,Alive
18,43,725393.75,4162633.75,6.0,66.282847,Alive
18,44,725390.25,4162632.25,7.6,67.218712,Alive
18,45,725387.75,4162630.25,6.9,69.322207,Alive
18,46,725384.75,4162627.75,10.5,69.102763,Alive
18,47,725381.25,4162625.75,0.0,0.0,Dead
18,48,725377.658,4162624.53574999,11.0,66.081592,Alive
19,1,725505.25,4162704.25,9.7,65.875643,Alive
19,2,725504.50375,4162703.33474999,7.0,70.452283,Alive
19,3,725501.75,4162700.25,9.6,67.040927,Alive
19,4,725499.658999999,4162700.51425,7.5,75.7,Alive
19,5,725496.25,4162696.75,8.3,62.223128,Alive
19,6,725492.75,4162696.75,10.0,67.5602,Alive
19,7,725491.0365,4162694.074,7.6,65.875643,Alive
19,8,725487.75,4162692.25,7.6,65.875643,Alive
19,9,725486.25,4162691.25,6.5,70.137787,Alive
19,10,725485.25375,4162689.87275,5.7,71.0,Alive
19,11,725482.75,4162689.25,10.5,69.788672,Alive
19,12,725479.75,4162687.25,11.9,68.472008,Alive
19,13,725476.75,4162685.25,9.4,68.607547,Alive
19,14,725475.746249999,4162683.8445,7.6,63.3004,Alive
19,15,725474.25,4162683.25,6.6,68.331775,Alive
19,16,725472.25,4162681.75,10.8,69.522875,Alive
19,17,725469.25,4162680.25,10.1,66.671275,Alive
19,18,725467.75,4162678.75,7.6,67.040927,Alive
19,19,725466.614749999,4162679.70674999,7.6,61.656328,Alive
19,20,725465.069,4162677.20175,7.7,69.616168,Alive
19,21,725463.25,4162676.25,10.9,70.244575,Alive
19,22,725460.25,4162673.75,12.7,53.3,Alive
19,23,725458.75,4162672.75,7.0,67.218712,Alive
19,24,725455.25,4162671.25,9.8,66.479408,Alive
19,25,725453.25,4162669.25,11.0,69.4,Alive
19,26,725450.25,4162667.25,8.4,70.137787,Alive
19,27,725447.75,4162665.25,13.1,69.616168,Alive
19,28,725443.75,4162663.25,6.3,70.5,Alive
19,29,725440.75,4162661.75,8.4,67.040927,Alive
19,30,725438.25,4162659.75,9.1,68.864543,Alive
19,31,725434.75,4162657.75,10.3,60.4664,Alive
19,32,725432.25,4162655.75,7.5,66.858448,Alive
19,33,725426.25,4162651.75,10.9,62.223128,Alive
19,34,725422.75,4162649.25,8.0,64.302568,Alive
19,35,725418.013249999,4162645.36524999,9.4,68.331775,Alive
19,36,725416.75,4162645.75,7.3,70.8,Alive
19,37,725413.75,4162643.25,8.0,70.077352,Alive
19,38,725411.25,4162642.25,10.5,70.9,Alive
19,39,725407.25,4162639.75,11.7,63.038123,Alive
19,40,725404.25,4162637.25,9.0,69.424888,Alive
19,41,725401.75,4162635.75,10.5,68.864543,Alive
19,42,725398.25,4162633.25,8.0,68.738392,Alive
19,43,725395.25,4162631.25,8.7,74.8,Alive
19,44,725392.25,4162629.75,0.0,0.0,Dead
19,45,725389.25,4162627.25,10.2,68.864543,Alive
19,46,725385.75,4162625.75,10.6,66.671275,Alive
19,47,725383.25,4162623.25,9.8,68.986,Alive
19,48,725377.75,4162621.25,8.2,67.723903,Alive
20,1,725495.25,4162693.25,11.7,67.040927,Alive
20,2,725492.75,4162691.25,8.3,65.229632,Alive
20,3,725489.75,4162689.75,7.9,65.004907,Alive
20,4,725487.75,4162688.75,6.5,68.738392,Alive
20,5,725484.75,4162686.75,14.1,63.3004,Alive
20,6,725482.75,4162684.75,9.4,66.858448,Alive
20,7,725480.25,4162683.75,11.1,64.059067,Alive
20,8,725477.25,4162681.75,8.3,75.6,Alive
20,9,725475.75,4162680.25,11.6,69.102763,Alive
20,10,725472.75,4162678.75,8.0,71.4,Alive
20,11,725471.25,4162677.75,5.9,63.810872,Alive
20,12,725469.641749999,4162676.68825,9.5,66.081592,Alive
20,13,725468.25,4162675.75,11.1,68.864543,Alive
20,14,725466.75,4162674.75,9.5,68.472008,Alive
20,15,725463.75,4162672.75,8.0,60.4664,Alive
20,16,725462.25,4162671.25,7.6,69.322207,Alive
20,17,725460.25,4162670.25,9.0,67.723903,Alive
20,18,725458.25,4162669.75,9.4,70.077352,Alive
20,19,725456.75,4162668.75,8.6,71.0,Alive
20,20,725454.75,4162667.25,8.4,70.481032,Alive
20,21,725451.75,4162664.75,9.4,64.302568,Alive
20,22,725448.75,4162663.25,10.8,66.479408,Alive
20,23,725445.75,4162661.25,6.7,65.665,Alive
20,24,725442.25,4162659.25,8.9,66.671275,Alive
20,25,725439.75,4162656.75,7.6,67.5602,Alive
20,26,725436.75,4162654.75,10.4,67.218712,Alive
20,27,725433.75,4162653.25,9.9,68.037227,Alive
20,28,725430.75,4162651.25,8.8,69.867883,Alive
20,29,725427.75,4162648.75,8.3,63.557983,Alive
20,30,725424.25,4162646.75,8.1,69.214832,Alive
20,31,725421.25,4162645.25,10.6,64.059067,Alive
20,32,725418.75,4162642.75,9.8,65.449663,Alive
20,33,725417.37225,4162644.10724999,9.1,66.858448,Alive
20,34,725415.25,4162641.25,9.5,62.771152,Alive
20,35,725412.25,4162639.25,6.1,66.081592,Alive
20,36,725408.75,4162636.75,12.6,65.875643,Alive
20,37,725406.25,4162635.25,9.1,64.775488,Alive
20,38,725403.25,4162633.25,10.6,66.479408,Alive
20,39,725400.25,4162631.25,6.7,67.218712,Alive
20,40,725399.014749999,4162631.632,0.0,0.0,Dead
20,41,725396.75,4162629.25,8.4,67.723903,Alive
20,42,725393.75,4162627.25,10.3,70.481032,Alive
20,43,725390.75,4162624.75,6.9,70.322608,Alive
20,44,725387.75,4162623.25,7.0,66.081592,Alive
20,45,725384.75,4162620.25,6.7,64.775488,Alive
20,46,725379.75,4162618.25,5.8,69.616168,Alive
20,47,725380.13075,4162616.79925,7.7,68.738392,Alive
21,1,725497.25,4162690.75,12.3,65.665,Alive
21,2,725494.25,4162688.75,12.2,69.4,Alive
21,3,725492.14875,4162688.01275,9.9,71.2,Alive
21,4,725491.25,4162686.75,10.6,70.290928,Alive
21,5,725490.788249999,4162684.99324999,9.3,72.8,Alive
21,6,725488.25,4162684.75,9.5,69.8,Alive
21,7,725486.13,4162684.22575,10.0,71.4,Alive
21,8,725483.75,4162681.75,8.7,63.5,Alive
21,9,725481.71025,4162681.09125,8.7,67.218712,Alive
21,10,725480.25,4162679.75,8.7,69.867883,Alive
21,11,725477.75,4162677.75,5.2,59.201368,Alive
21,12,725475.75,4162676.75,12.8,67.882912,Alive
21,13,725472.75,4162675.25,8.9,66.671275,Alive
21,14,725472.444499999,4162673.12525,7.7,67.882912,Alive
21,15,725470.75,4162673.75,7.2,67.040927,Alive
21,16,725468.25,4162672.25,7.4,69.102763,Alive
21,17,725466.25,4162671.25,10.8,67.5602,Alive
21,18,725463.75,4162669.25,10.0,67.882912,Alive
21,19,725462.25,4162667.75,6.7,68.037227,Alive
21,20,725460.25,4162666.75,8.7,64.302568,Alive
21,21,725458.75,4162665.75,9.2,70.470472,Alive
21,22,725456.75,4162663.75,8.4,64.775488,Alive
21,23,725453.75,4162662.25,7.0,69.616168,Alive
21,24,725450.75,4162660.75,8.8,68.186848,Alive
21,25,725447.75,4162658.25,5.7,63.810872,Alive
21,26,725444.75,4162655.75,6.9,71.3,Alive
21,27,725441.75,4162654.75,8.2,66.671275,Alive
21,28,725438.25,4162652.75,0.0,0.0,Dead
21,29,725435.75,4162650.25,6.9,69.102763,Alive
21,30,725432.25,4162647.75,9.4,67.5602,Alive
21,31,725429.25,4162646.75,11.1,65.229632,Alive
21,32,725426.25,4162644.25,10.4,65.004907,Alive
21,33,725424.537,4162641.79675,8.5,68.186848,Alive
21,34,725423.25,4162642.25,7.1,69.102763,Alive
21,35,725420.25,4162640.25,8.4,66.081592,Alive
21,36,725417.75,4162638.25,8.7,66.858448,Alive
21,37,725414.25,4162636.75,8.6,69.9424,Alive
21,38,725411.25,4162634.25,10.9,61.942075,Alive
21,39,725409.591499999,4162634.28599999,9.3,68.986,Alive
21,40,725407.75,4162632.75,8.9,67.218712,Alive
21,41,725404.75,4162630.75,5.7,65.875643,Alive
21,42,725402.25,4162627.75,8.7,60.4,Alive
